client_id,credit_limit_initial,credit_limit,add_product,mp_first_login,mp_last_login,tp_num,cl_age,education_id,gender_id,marital_status_id,employment_status_cd,city_population_category,app_channel
70229056,15000.00,30000.00,Халва,2018-03-30 00:00:00.000,2019-03-11 00:00:00.000,NULL,32,2,2,1,PNS,0 – 100 тыс,Walk In Sales
70229681,15000.00,15000.00,Халва,2018-03-30 00:00:00.000,2019-02-18 00:00:00.000,NULL,45,3,2,3,EME,100 – 300 тыс,Internet Sales
70230633,60000.00,60000.00,Халва,2018-06-15 00:00:00.000,2019-03-02 00:00:00.000,NULL,35,3,1,5,EME,100 – 300 тыс,Walk In Sales
70232357,60000.00,60000.00,Халва,2018-03-30 00:00:00.000,2019-03-11 00:00:00.000,NULL,37,-1,1,-1,UNK,>700 тыс,Walk In Sales
70232388,15000.00,90000.00,Халва,2018-11-02 00:00:00.000,2019-01-06 00:00:00.000,NULL,47,3,1,1,EME,100 – 300 тыс,Walk In Sales
70233465,15000.00,15000.00,Халва + Вклад,NULL,NULL,NULL,59,3,1,2,PNS,0 – 100 тыс,Walk In Sales
70234789,45000.00,45000.00,Халва,2018-03-30 00:00:00.000,2019-02-21 00:00:00.000,NULL,43,6,1,3,EME,>700 тыс,Internet Sales
70235338,30000.00,60000.00,Халва,2018-04-05 00:00:00.000,2019-03-11 00:00:00.000,NULL,56,-1,1,1,PNS,300 – 700 тыс,DSA
70255978,15000.00,15000.00,Халва + Вклад,2018-03-31 00:00:00.000,2019-03-11 00:00:00.000,NULL,47,6,1,2,EME,300 – 700 тыс,Call Center
70291778,15000.00,90000.00,Халва,2018-04-11 00:00:00.000,2019-03-12 00:00:00.000,NULL,46,6,1,2,EME,0 – 100 тыс,Walk In Sales
70301942,15000.00,15000.00,Халва,2018-03-31 00:00:00.000,2019-03-11 00:00:00.000,NULL,43,2,2,2,EME,0 – 100 тыс,Walk In Sales
70302296,30000.00,30000.00,Халва,2018-03-31 00:00:00.000,2019-03-10 00:00:00.000,NULL,39,6,1,2,EME,0 – 100 тыс,Walk In Sales
70303264,15000.00,60000.00,Халва,2018-04-05 00:00:00.000,2019-03-08 00:00:00.000,NULL,25,-1,1,2,UNK,0 – 100 тыс,Walk In Sales
70303544,50000.00,50000.00,Халва,2018-03-31 00:00:00.000,2019-03-11 00:00:00.000,NULL,45,3,2,2,PNW,>700 тыс,УРМ
70324840,90000.00,90000.00,Халва,2018-03-31 00:00:00.000,2019-03-06 00:00:00.000,NULL,60,6,2,2,EME,>700 тыс,Internet Sales
70361480,20000.00,20000.00,Халва,2018-05-10 00:00:00.000,2019-02-21 00:00:00.000,NULL,58,3,1,2,PNW,100 – 300 тыс,Walk In Sales
70362477,50000.00,50000.00,Халва,2018-04-02 00:00:00.000,2019-03-11 00:00:00.000,NULL,31,-1,1,2,OTH,100 – 300 тыс,Internet Sales
70371069,30000.00,30000.00,Халва,2018-04-03 00:00:00.000,2019-03-11 00:00:00.000,NULL,36,6,2,3,EME,0 – 100 тыс,Internet Sales
70395401,15000.00,15000.00,Халва + ДК,NULL,NULL,NULL,67,18,1,4,PNS,0 – 100 тыс,Walk In Sales
70397567,45000.00,90000.00,Халва,2018-04-02 00:00:00.000,2019-03-03 00:00:00.000,NULL,25,6,2,2,EME,0 – 100 тыс,Walk In Sales
70402713,30000.00,30000.00,Халва,2018-04-02 00:00:00.000,2019-03-11 00:00:00.000,NULL,23,3,1,1,EME,>700 тыс,Call Center
70411932,15000.00,60000.00,Халва,2018-04-03 00:00:00.000,2019-03-01 00:00:00.000,NULL,31,-1,1,-1,UNK,>700 тыс,Internet Sales
70414389,75000.00,75000.00,Халва,2018-04-04 00:00:00.000,2019-03-12 00:00:00.000,NULL,28,-1,2,1,UNK,300 – 700 тыс,DSA
70416871,15000.00,30000.00,Халва,2018-04-06 00:00:00.000,2019-03-11 00:00:00.000,NULL,36,-1,1,-1,UNK,100 – 300 тыс,Representative
70424202,60000.00,100000.00,Халва,2018-04-02 00:00:00.000,2019-03-11 00:00:00.000,1,31,4,2,2,EME,>700 тыс,Internet Sales
70425180,15000.00,30000.00,Халва,2018-03-31 00:00:00.000,2019-03-07 00:00:00.000,NULL,21,-1,1,-1,UNK,0 – 100 тыс,Internet Sales
70426269,15000.00,45000.00,Халва,2018-04-03 00:00:00.000,2019-03-12 00:00:00.000,NULL,49,6,1,3,EME,0 – 100 тыс,Walk In Sales
70428374,15000.00,60000.00,Халва,2018-04-03 00:00:00.000,2019-03-10 00:00:00.000,NULL,30,3,2,1,EME,0 – 100 тыс,Walk In Sales
70429369,120000.00,120000.00,Халва,2018-04-03 00:00:00.000,2019-02-27 00:00:00.000,1,56,3,1,2,EME,>700 тыс,Internet Sales
70434182,75000.00,75000.00,Халва,2018-04-04 00:00:00.000,2019-03-12 00:00:00.000,NULL,35,-1,2,2,OTH,100 – 300 тыс,Internet Sales
70434480,75000.00,75000.00,Халва,NULL,NULL,NULL,41,-1,2,2,OTH,NULL,Internet Sales
70434494,75000.00,75000.00,Халва,2018-04-03 00:00:00.000,2019-03-11 00:00:00.000,NULL,30,-1,2,1,UNK,300 – 700 тыс,Internet Sales
70434622,45000.00,45000.00,Халва,2018-04-03 00:00:00.000,2019-03-11 00:00:00.000,NULL,28,3,1,1,EME,100 – 300 тыс,DSA
70462742,30000.00,30000.00,Халва,2018-04-21 00:00:00.000,2019-03-11 00:00:00.000,NULL,28,6,1,1,EME,>700 тыс,Internet Sales
70467168,50000.00,50000.00,Халва,2018-04-13 00:00:00.000,2019-03-11 00:00:00.000,NULL,40,-1,1,1,OTH,100 – 300 тыс,Representative
70506484,60000.00,60000.00,Халва,2018-04-04 00:00:00.000,2019-03-11 00:00:00.000,NULL,28,4,1,3,EME,>700 тыс,Walk In Sales
70507187,20000.00,20000.00,Халва,2018-04-04 00:00:00.000,2019-03-05 00:00:00.000,NULL,32,6,1,2,EME,100 – 300 тыс,Walk In Sales
70507411,30000.00,30000.00,Халва,2018-04-04 00:00:00.000,2019-03-10 00:00:00.000,NULL,33,2,1,2,EME,300 – 700 тыс,Call Center
70508242,30000.00,75000.00,Халва,2018-04-04 00:00:00.000,2019-03-10 00:00:00.000,NULL,30,6,1,2,EME,100 – 300 тыс,Internet Sales
70508813,15000.00,15000.00,Халва + Вклад,2018-04-04 00:00:00.000,2019-03-11 00:00:00.000,NULL,39,3,1,1,PNS,0 – 100 тыс,Walk In Sales
70510237,30000.00,30000.00,Халва + Вклад,2018-04-04 00:00:00.000,2019-03-09 00:00:00.000,NULL,30,6,1,2,EME,>700 тыс,Walk In Sales
70510564,15000.00,15000.00,Халва + Вклад,2018-04-04 00:00:00.000,2019-03-05 00:00:00.000,NULL,57,6,1,1,PNS,>700 тыс,Walk In Sales
70511015,45000.00,60000.00,Халва,2018-04-04 00:00:00.000,2019-03-11 00:00:00.000,2,28,6,1,2,EME,0 – 100 тыс,Internet Sales
70512124,20000.00,20000.00,Халва + ДК,2018-04-04 00:00:00.000,2019-03-02 00:00:00.000,NULL,59,3,1,4,PNW,300 – 700 тыс,Walk In Sales
70513071,15000.00,15000.00,Халва,2018-04-24 00:00:00.000,2018-04-24 00:00:00.000,NULL,47,-1,2,1,UNK,>700 тыс,Internet Sales
70522527,20000.00,20000.00,Халва,2018-04-06 00:00:00.000,2019-03-11 00:00:00.000,NULL,35,3,2,2,EME,0 – 100 тыс,Internet Sales
70529928,90000.00,90000.00,Халва,2018-04-09 00:00:00.000,2019-03-11 00:00:00.000,NULL,40,6,2,2,EME,100 – 300 тыс,Internet Sales
70538222,75000.00,75000.00,Халва,2018-04-05 00:00:00.000,2019-03-10 00:00:00.000,NULL,45,-1,1,2,OTH,300 – 700 тыс,Internet Sales
70541409,45000.00,45000.00,Халва,2018-07-20 00:00:00.000,2018-09-02 00:00:00.000,NULL,46,3,1,2,EME,100 – 300 тыс,Internet Sales
70550321,90000.00,90000.00,Халва,2018-04-05 00:00:00.000,2019-03-08 00:00:00.000,NULL,35,6,1,2,EME,300 – 700 тыс,Internet Sales
70555328,45000.00,45000.00,Халва,2018-04-06 00:00:00.000,2019-03-07 00:00:00.000,NULL,43,6,2,2,BUS,0 – 100 тыс,Internet Sales
70578941,15000.00,60000.00,Халва + Вклад,2018-04-19 00:00:00.000,2019-02-21 00:00:00.000,NULL,50,6,1,2,EME,>700 тыс,Walk In Sales
70578994,15000.00,15000.00,Халва,2018-04-05 00:00:00.000,2019-03-11 00:00:00.000,NULL,56,3,1,4,PNS,>700 тыс,Walk In Sales
70580922,60000.00,60000.00,Халва,2018-04-05 00:00:00.000,2019-02-23 00:00:00.000,NULL,23,3,2,1,EME,0 – 100 тыс,Internet Sales
70581229,15000.00,30000.00,Халва + Вклад,2018-04-10 00:00:00.000,2019-03-09 00:00:00.000,NULL,65,6,1,3,PNS,100 – 300 тыс,Walk In Sales
70581602,30000.00,60000.00,Халва,2018-04-05 00:00:00.000,2019-03-11 00:00:00.000,NULL,44,6,1,2,EME,0 – 100 тыс,Representative
70581647,15000.00,15000.00,Халва,2018-04-06 00:00:00.000,2019-03-04 00:00:00.000,NULL,31,3,1,2,EME,>700 тыс,Walk In Sales
69031474,75000.00,75000.00,Халва,2018-04-01 00:00:00.000,2019-03-09 00:00:00.000,NULL,44,-1,1,2,UNK,>700 тыс,Internet Sales
69031518,30000.00,30000.00,Халва,2018-11-02 00:00:00.000,2018-12-07 00:00:00.000,NULL,51,-1,1,2,EME,>700 тыс,Internet Sales
69052111,60000.00,60000.00,Халва + Вклад,2018-04-01 00:00:00.000,2019-03-11 00:00:00.000,NULL,31,-1,2,1,UNK,>700 тыс,Call Center
69055073,45000.00,45000.00,Халва,2018-04-03 00:00:00.000,2019-03-11 00:00:00.000,NULL,31,3,1,1,EME,100 – 300 тыс,Internet Sales
69062122,15000.00,15000.00,Халва + Вклад,2018-03-30 00:00:00.000,2019-03-08 00:00:00.000,NULL,49,6,1,1,EME,100 – 300 тыс,Call Center
69087808,15000.00,15000.00,Халва,2018-04-01 00:00:00.000,2019-03-07 00:00:00.000,NULL,33,-1,1,2,UNK,100 – 300 тыс,Representative
69104093,15000.00,90000.00,Халва,2018-04-11 00:00:00.000,2019-03-11 00:00:00.000,NULL,32,2,1,2,EME,300 – 700 тыс,Walk In Sales
69122264,15000.00,15000.00,Халва,NULL,NULL,NULL,57,6,1,3,PNS,0 – 100 тыс,Internet Sales
69122280,15000.00,15000.00,Халва + Вклад,2018-04-09 00:00:00.000,2019-03-11 00:00:00.000,NULL,57,6,1,2,EME,100 – 300 тыс,Walk In Sales
69127600,20000.00,20000.00,Халва,2018-04-11 00:00:00.000,2019-03-11 00:00:00.000,NULL,44,2,1,5,EME,0 – 100 тыс,Representative
69134329,20000.00,50000.00,Халва,2018-04-05 00:00:00.000,2019-03-09 00:00:00.000,NULL,35,6,1,1,EME,>700 тыс,Internet Sales
69139526,15000.00,15000.00,Халва,2018-04-23 00:00:00.000,2018-10-11 00:00:00.000,NULL,60,6,2,2,EME,>700 тыс,Walk In Sales
69143670,60000.00,90000.00,Халва,2018-04-05 00:00:00.000,2019-03-07 00:00:00.000,NULL,39,6,1,3,EME,300 – 700 тыс,Walk In Sales
69156009,15000.00,15000.00,Халва,2018-03-31 00:00:00.000,2019-03-04 00:00:00.000,NULL,31,3,2,2,EME,300 – 700 тыс,Internet Sales
69157728,20000.00,20000.00,Халва,2018-04-03 00:00:00.000,2019-03-10 00:00:00.000,NULL,31,6,1,2,EME,100 – 300 тыс,Internet Sales
69159173,60000.00,90000.00,Халва,2018-03-30 00:00:00.000,2019-03-10 00:00:00.000,NULL,27,6,1,2,EME,>700 тыс,Internet Sales
69173562,75000.00,75000.00,Халва,2018-04-01 00:00:00.000,2019-03-10 00:00:00.000,NULL,28,-1,2,-1,UNK,>700 тыс,УРМ
69173683,15000.00,15000.00,Халва + Автокредит,2018-04-29 00:00:00.000,2019-03-08 00:00:00.000,NULL,26,6,2,1,EME,>700 тыс,AutoCred
69174231,75000.00,90000.00,Халва,2018-03-30 00:00:00.000,2019-03-11 00:00:00.000,NULL,32,-1,1,-1,UNK,300 – 700 тыс,DSA
69181927,75000.00,75000.00,Халва,NULL,NULL,NULL,42,-1,1,3,OTH,0 – 100 тыс,Internet Sales
69184155,20000.00,20000.00,Халва,NULL,NULL,NULL,39,2,2,2,EME,300 – 700 тыс,Walk In Sales
69190206,30000.00,60000.00,Халва,2018-04-21 00:00:00.000,2019-03-09 00:00:00.000,1,24,3,1,2,EME,0 – 100 тыс,Walk In Sales
69199182,15000.00,15000.00,Халва + Вклад,2018-12-27 00:00:00.000,2019-01-22 00:00:00.000,NULL,54,6,2,2,EME,>700 тыс,Walk In Sales
69205194,15000.00,90000.00,Халва,2018-04-12 00:00:00.000,2019-03-12 00:00:00.000,NULL,43,-1,2,-1,UNK,>700 тыс,Call Center
69207829,15000.00,60000.00,Халва,2018-04-05 00:00:00.000,2019-03-10 00:00:00.000,NULL,32,6,1,2,EME,>700 тыс,Walk In Sales
69214147,90000.00,90000.00,Халва,2018-04-02 00:00:00.000,2019-03-08 00:00:00.000,NULL,44,6,1,3,EME,300 – 700 тыс,Walk In Sales
69214401,30000.00,30000.00,Халва,NULL,NULL,NULL,48,3,1,1,EME,>700 тыс,Internet Sales
69216685,15000.00,15000.00,Халва + Вклад,2018-03-30 00:00:00.000,2019-03-11 00:00:00.000,NULL,52,6,1,2,PNS,>700 тыс,Walk In Sales
69228117,30000.00,30000.00,Халва,2018-04-16 00:00:00.000,2018-04-16 00:00:00.000,NULL,66,3,1,2,PNS,0 – 100 тыс,Walk In Sales
69235990,20000.00,20000.00,Халва + ДК,2018-04-08 00:00:00.000,2019-03-09 00:00:00.000,NULL,40,-1,1,-1,UNK,100 – 300 тыс,Walk In Sales
69244318,15000.00,60000.00,Халва,2018-04-11 00:00:00.000,2019-02-26 00:00:00.000,NULL,33,3,1,2,EME,0 – 100 тыс,Walk In Sales
69252303,15000.00,90000.00,Халва,2018-04-09 00:00:00.000,2019-03-11 00:00:00.000,NULL,33,-1,2,-1,UNK,300 – 700 тыс,DSA
69252601,75000.00,75000.00,Халва,2018-04-11 00:00:00.000,2019-03-10 00:00:00.000,NULL,34,-1,2,1,UNK,100 – 300 тыс,DSA
69252765,75000.00,75000.00,Халва,2018-04-01 00:00:00.000,2019-03-10 00:00:00.000,NULL,26,-1,1,2,EME,>700 тыс,Internet Sales
69252778,75000.00,75000.00,Халва,2018-04-02 00:00:00.000,2019-03-06 00:00:00.000,NULL,49,-1,1,1,UNK,>700 тыс,УРМ
69252915,30000.00,30000.00,Халва,2018-05-29 00:00:00.000,2019-02-28 00:00:00.000,NULL,37,3,1,3,EME,>700 тыс,Internet Sales
69258026,60000.00,60000.00,Халва,2018-03-30 00:00:00.000,2019-03-04 00:00:00.000,NULL,31,3,2,2,EME,>700 тыс,Walk In Sales
69276696,15000.00,15000.00,Халва + ДК,2018-10-18 00:00:00.000,2018-12-29 00:00:00.000,NULL,70,3,1,1,PNS,0 – 100 тыс,Walk In Sales
69277383,15000.00,30000.00,Халва,2018-03-30 00:00:00.000,2019-03-11 00:00:00.000,NULL,28,3,1,2,EME,100 – 300 тыс,Internet Sales
69278069,15000.00,15000.00,Халва,2018-04-21 00:00:00.000,2019-03-09 00:00:00.000,NULL,41,3,1,2,EME,0 – 100 тыс,Walk In Sales
69292399,15000.00,15000.00,Халва,2018-11-20 00:00:00.000,2019-03-01 00:00:00.000,NULL,40,2,1,2,EME,0 – 100 тыс,Internet Sales
69300185,20000.00,20000.00,Халва,2018-04-02 00:00:00.000,2019-03-10 00:00:00.000,NULL,28,6,2,1,EME,300 – 700 тыс,Internet Sales
69311049,15000.00,15000.00,Халва + Автокредит,2018-04-01 00:00:00.000,2019-03-06 00:00:00.000,NULL,27,6,2,2,EME,>700 тыс,AutoCred
69315038,20000.00,20000.00,Халва,NULL,NULL,NULL,56,3,1,3,PNS,0 – 100 тыс,Walk In Sales
69315242,15000.00,30000.00,Халва,2018-04-03 00:00:00.000,2019-02-26 00:00:00.000,2,43,3,1,2,EME,>700 тыс,Internet Sales
69332848,30000.00,30000.00,Халва,2018-06-17 00:00:00.000,2019-03-08 00:00:00.000,NULL,38,3,2,2,EME,100 – 300 тыс,Walk In Sales
69333916,60000.00,60000.00,Халва + Вклад,NULL,NULL,NULL,62,-1,2,2,PNS,100 – 300 тыс,Walk In Sales
69334246,15000.00,30000.00,Халва + ДК,2018-08-07 00:00:00.000,2019-03-10 00:00:00.000,NULL,27,-1,1,-1,UNK,0 – 100 тыс,Walk In Sales
69334397,15000.00,150000.00,Халва + Вклад,2018-04-04 00:00:00.000,2019-03-09 00:00:00.000,NULL,37,-1,2,-1,UNK,>700 тыс,Call Center
69335045,15000.00,30000.00,Халва + ДК,2018-07-17 00:00:00.000,2019-03-05 00:00:00.000,1,39,6,1,1,EME,0 – 100 тыс,Walk In Sales
69335770,60000.00,60000.00,Халва,2018-11-18 00:00:00.000,2019-03-02 00:00:00.000,NULL,56,3,1,2,PNS,300 – 700 тыс,Call Center
69337083,15000.00,15000.00,Халва + Вклад,2018-04-11 00:00:00.000,2019-03-11 00:00:00.000,NULL,63,6,1,2,PNS,>700 тыс,Walk In Sales
69339418,75000.00,75000.00,Халва,2018-03-30 00:00:00.000,2019-03-11 00:00:00.000,NULL,34,-1,2,1,UNK,300 – 700 тыс,Internet Sales
69403878,50000.00,50000.00,Халва,2018-03-30 00:00:00.000,2019-02-28 00:00:00.000,NULL,41,-1,1,1,OTH,0 – 100 тыс,Internet Sales
69418627,15000.00,15000.00,Халва + Вклад,2018-03-31 00:00:00.000,2019-03-09 00:00:00.000,NULL,45,6,1,2,EME,300 – 700 тыс,Walk In Sales
69425300,20000.00,20000.00,Халва + Вклад,2018-04-04 00:00:00.000,2019-03-09 00:00:00.000,NULL,59,6,1,3,PNS,>700 тыс,Walk In Sales
69426996,75000.00,75000.00,Халва,2019-01-08 00:00:00.000,2019-03-12 00:00:00.000,NULL,30,-1,1,-1,UNK,>700 тыс,Call Center
69458069,30000.00,30000.00,Халва,2018-04-22 00:00:00.000,2019-03-10 00:00:00.000,NULL,41,3,1,2,EME,0 – 100 тыс,Internet Sales
69483630,15000.00,15000.00,Халва + Вклад,2018-03-30 00:00:00.000,2019-03-03 00:00:00.000,NULL,39,6,1,2,EME,100 – 300 тыс,Walk In Sales
69483867,30000.00,60000.00,Халва,2018-03-30 00:00:00.000,2019-03-11 00:00:00.000,NULL,43,3,2,1,EME,>700 тыс,Walk In Sales
69483907,30000.00,30000.00,Халва,2018-04-04 00:00:00.000,2019-03-05 00:00:00.000,NULL,41,4,2,3,EME,0 – 100 тыс,Internet Sales
69484704,15000.00,15000.00,Халва,NULL,NULL,NULL,67,6,2,3,PNS,0 – 100 тыс,УРМ
69486168,60000.00,100000.00,Халва,2018-03-30 00:00:00.000,2019-03-10 00:00:00.000,NULL,42,3,1,2,EME,>700 тыс,Internet Sales
69489832,30000.00,60000.00,Халва,2018-05-11 00:00:00.000,2019-03-11 00:00:00.000,NULL,32,3,2,1,EME,0 – 100 тыс,Call Center
69491020,40000.00,40000.00,Халва,2018-08-29 00:00:00.000,2019-03-11 00:00:00.000,NULL,49,-1,1,1,UNK,100 – 300 тыс,DSA
69491568,30000.00,30000.00,Халва,2018-03-30 00:00:00.000,2019-03-11 00:00:00.000,NULL,44,6,2,2,EME,>700 тыс,DSA
69492823,15000.00,15000.00,Халва,2018-04-01 00:00:00.000,2019-03-11 00:00:00.000,NULL,39,6,2,1,EME,>700 тыс,Internet Sales
69510074,75000.00,75000.00,Халва,2018-04-01 00:00:00.000,2019-03-11 00:00:00.000,NULL,34,-1,2,1,UNK,300 – 700 тыс,Internet Sales
69531874,30000.00,30000.00,Халва,2018-03-30 00:00:00.000,2019-03-11 00:00:00.000,NULL,42,3,1,2,EME,300 – 700 тыс,Internet Sales
69559328,45000.00,45000.00,Халва,2018-04-18 00:00:00.000,2019-01-25 00:00:00.000,NULL,47,3,2,3,EME,0 – 100 тыс,Walk In Sales
69561207,15000.00,15000.00,Халва + Вклад,2018-03-31 00:00:00.000,2019-03-08 00:00:00.000,NULL,31,6,2,2,EME,>700 тыс,Walk In Sales
69564425,30000.00,60000.00,Халва,2018-04-01 00:00:00.000,2019-02-21 00:00:00.000,1,49,3,1,2,EME,0 – 100 тыс,Walk In Sales
69566553,30000.00,30000.00,Халва,2018-04-16 00:00:00.000,2019-03-11 00:00:00.000,NULL,36,-1,1,-1,UNK,0 – 100 тыс,Walk In Sales
69593531,20000.00,20000.00,Халва,2018-04-03 00:00:00.000,2019-03-07 00:00:00.000,NULL,35,3,2,1,EME,300 – 700 тыс,Internet Sales
69602239,15000.00,60000.00,Халва,2018-05-03 00:00:00.000,2019-03-10 00:00:00.000,NULL,69,3,2,2,PNS,>700 тыс,Internet Sales
69605549,45000.00,60000.00,Халва,2018-04-01 00:00:00.000,2019-03-12 00:00:00.000,NULL,43,6,1,5,EME,>700 тыс,Internet Sales
69624786,45000.00,45000.00,Халва,2018-04-09 00:00:00.000,2019-03-11 00:00:00.000,NULL,34,6,1,2,EME,300 – 700 тыс,Walk In Sales
69633416,15000.00,90000.00,Халва,2018-03-30 00:00:00.000,2019-03-07 00:00:00.000,NULL,25,2,1,1,EME,300 – 700 тыс,Walk In Sales
69636119,30000.00,90000.00,Халва,2018-04-07 00:00:00.000,2019-03-12 00:00:00.000,NULL,22,3,1,2,EME,100 – 300 тыс,Walk In Sales
69636442,45000.00,60000.00,Халва + ДК,NULL,NULL,1,53,-1,2,-1,UNK,300 – 700 тыс,Call Center
69637167,30000.00,30000.00,Халва,2018-04-06 00:00:00.000,2019-03-08 00:00:00.000,NULL,32,-1,2,-1,UNK,300 – 700 тыс,Representative
69637305,45000.00,45000.00,Халва,2018-03-30 00:00:00.000,2019-03-10 00:00:00.000,NULL,31,3,1,2,EME,0 – 100 тыс,Walk In Sales
69637352,15000.00,15000.00,Халва + ДК,2018-05-05 00:00:00.000,2019-03-06 00:00:00.000,NULL,44,3,1,2,EME,0 – 100 тыс,Internet Sales
69637600,30000.00,30000.00,Халва,2018-03-30 00:00:00.000,2019-03-11 00:00:00.000,NULL,38,6,1,2,EME,0 – 100 тыс,Internet Sales
69640675,30000.00,30000.00,Халва,2018-04-03 00:00:00.000,2019-03-11 00:00:00.000,NULL,25,3,1,5,EME,0 – 100 тыс,Walk In Sales
69640827,50000.00,50000.00,Халва,2018-03-30 00:00:00.000,2019-03-12 00:00:00.000,NULL,34,-1,2,2,UNK,300 – 700 тыс,DSA
69682487,30000.00,30000.00,Халва,2018-04-02 00:00:00.000,2019-03-10 00:00:00.000,NULL,36,3,1,2,EME,300 – 700 тыс,Internet Sales
69692023,30000.00,30000.00,Халва,2018-03-31 00:00:00.000,2019-03-07 00:00:00.000,NULL,45,3,1,2,EME,>700 тыс,Internet Sales
69716346,15000.00,30000.00,Халва,2018-03-30 00:00:00.000,2019-03-10 00:00:00.000,NULL,68,6,1,1,PNS,0 – 100 тыс,Walk In Sales
69716836,15000.00,15000.00,Халва + Вклад,2018-03-30 00:00:00.000,2019-03-03 00:00:00.000,NULL,61,6,1,2,PNS,300 – 700 тыс,Walk In Sales
69717271,15000.00,15000.00,Халва,NULL,NULL,NULL,57,2,2,1,PNS,100 – 300 тыс,Internet Sales
69717639,15000.00,15000.00,Халва,2018-04-02 00:00:00.000,2019-03-10 00:00:00.000,NULL,37,6,1,2,EME,100 – 300 тыс,Internet Sales
69717644,15000.00,15000.00,Халва + Вклад,2018-04-04 00:00:00.000,2019-03-10 00:00:00.000,NULL,50,6,1,2,EME,>700 тыс,Walk In Sales
69719036,15000.00,15000.00,Халва + ДК,2018-04-02 00:00:00.000,2019-03-10 00:00:00.000,NULL,39,3,2,2,EME,0 – 100 тыс,Walk In Sales
69719798,30000.00,60000.00,Халва,2018-04-06 00:00:00.000,2019-03-11 00:00:00.000,NULL,50,6,1,2,EME,100 – 300 тыс,DSA
69719836,75000.00,75000.00,Халва,2018-04-01 00:00:00.000,2019-03-10 00:00:00.000,NULL,43,-1,1,2,OTH,NULL,Internet Sales
69720028,75000.00,75000.00,Халва,2018-03-30 00:00:00.000,2019-03-11 00:00:00.000,NULL,41,-1,2,1,UNK,300 – 700 тыс,DSA
69720419,75000.00,75000.00,Халва,2018-03-30 00:00:00.000,2019-03-05 00:00:00.000,NULL,49,6,1,1,EME,>700 тыс,DSA
69753049,20000.00,20000.00,Халва,2019-02-23 00:00:00.000,2019-03-11 00:00:00.000,NULL,46,-1,2,-1,UNK,>700 тыс,Walk In Sales
69758685,15000.00,15000.00,Халва,NULL,NULL,NULL,64,3,1,3,PNS,0 – 100 тыс,Internet Sales
69768241,30000.00,30000.00,Халва,2018-04-02 00:00:00.000,2019-03-06 00:00:00.000,NULL,33,6,1,2,PNS,0 – 100 тыс,Internet Sales
69786953,45000.00,45000.00,Халва,2018-04-24 00:00:00.000,2019-03-08 00:00:00.000,NULL,38,2,2,2,EME,300 – 700 тыс,Internet Sales
68744366,30000.00,75000.00,Халва,2018-04-02 00:00:00.000,2019-03-12 00:00:00.000,NULL,37,3,2,2,EME,100 – 300 тыс,Walk In Sales
68744479,15000.00,15000.00,Халва + ДК,NULL,NULL,NULL,56,2,1,4,PNS,300 – 700 тыс,Walk In Sales
68746962,15000.00,15000.00,Халва + ДК,NULL,NULL,NULL,66,2,2,2,PNS,0 – 100 тыс,Walk In Sales
68747983,75000.00,75000.00,Халва,2018-04-04 00:00:00.000,2019-03-05 00:00:00.000,NULL,35,-1,2,2,UNK,>700 тыс,Internet Sales
68748249,15000.00,30000.00,Халва,2018-04-04 00:00:00.000,2019-03-10 00:00:00.000,2,57,-1,1,1,PNS,>700 тыс,Walk In Sales
68748275,75000.00,75000.00,Халва,2018-04-01 00:00:00.000,2019-03-11 00:00:00.000,NULL,31,-1,2,2,UNK,>700 тыс,DSA
68763856,60000.00,60000.00,Халва,NULL,NULL,NULL,59,3,2,2,EME,300 – 700 тыс,Internet Sales
68766099,30000.00,30000.00,Халва,2018-03-30 00:00:00.000,2019-03-10 00:00:00.000,NULL,42,6,2,2,EME,>700 тыс,Internet Sales
68774390,15000.00,15000.00,Халва,2018-04-19 00:00:00.000,2019-03-12 00:00:00.000,NULL,28,6,1,2,EME,>700 тыс,Call Center
68774487,75000.00,75000.00,Халва,2018-03-31 00:00:00.000,2019-03-02 00:00:00.000,NULL,34,-1,1,-1,UNK,0 – 100 тыс,Representative
68809749,15000.00,90000.00,Халва,2018-04-18 00:00:00.000,2019-03-11 00:00:00.000,NULL,20,4,1,1,UNK,>700 тыс,Internet Sales
68842883,15000.00,15000.00,Халва + Вклад,NULL,NULL,NULL,70,2,1,2,PNS,300 – 700 тыс,Walk In Sales
68842944,30000.00,150000.00,Халва + Вклад,2018-04-16 00:00:00.000,2019-03-11 00:00:00.000,NULL,58,6,2,2,PNS,0 – 100 тыс,Walk In Sales
68845695,15000.00,15000.00,Халва + Вклад,2018-07-23 00:00:00.000,2019-03-05 00:00:00.000,NULL,49,6,1,2,EME,300 – 700 тыс,Walk In Sales
68846627,30000.00,30000.00,Халва,2018-04-11 00:00:00.000,2019-03-12 00:00:00.000,NULL,32,6,2,2,EME,300 – 700 тыс,Walk In Sales
68847059,15000.00,15000.00,Халва + Вклад,2018-04-02 00:00:00.000,2019-03-09 00:00:00.000,NULL,30,6,1,2,EME,>700 тыс,Walk In Sales
68847449,50000.00,50000.00,Халва,2018-03-30 00:00:00.000,2019-03-11 00:00:00.000,NULL,30,-1,1,1,UNK,100 – 300 тыс,DSA
68847787,15000.00,15000.00,Халва,2018-04-09 00:00:00.000,2019-03-04 00:00:00.000,NULL,40,-1,1,1,UNK,>700 тыс,УРМ
